merchantID,hour,weekday,driverID,time_variance,row_count,trip_ids,times,date
1473,20,True,2524,,1,['317478884c8e320af29565ca7c849b86e99f8440d4ce2787c8cab6b80e7ccf32'],[1860.0],[27]
1473,21,False,535,,1,['f105cad58dfbf7289ea1e5f0b3a2027c3e3632e32bca6ff30260851d48fa657d'],[115.0],[25]
1473,21,False,1063,,1,['6c36f8e372341020e55c20eeffd497d17a7435727643649722ab2ff19438fff5'],[854.0],[24]
1473,21,False,1528,,1,['d6ddf99bd6a75b23dab466b59784c2a39fcf4153d926d3093f9f20aff5310e0f'],[811.0],[25]
1473,21,True,208,,1,['fd4fe1e2952dbd830e98c66cc4b68e34afcc0a1753d792d0188f6e58fca3e16f'],[323.0],[29]
1473,21,True,2495,,1,['282c311a8b1e1bf105bcc1240916711a8fce35f756c48c4d58b4a022c9227bcc'],[262.0],[28]
1473,21,True,2613,,1,['2f86863d9ef87dd87e371116fdedfdd5f9a15ec27d5a36ea93927c03f7f2d816'],[230.0],[28]
1474,17,False,1461,,1,['c40010fc93c3709089d205b5d73a0eaca3fc32a3dbba33c67704e66f51987433'],[594.0],[26]
1475,6,True,221,,1,['2c090e7faab6a6beebbefde31ae59a4520018b8b9ef602973d96ec3d26ddb194'],[230.0],[30]
1475,7,False,1095,,1,['b9eb5f5c2484e11526009c1d72e78442d3107b6ada2234094d3804230ee50f72'],[291.0],[26]
1475,7,False,1384,,1,['bbb7a5393e18283d95d23038b459f3cf79f6fe30119d05c41d704399aa32d96c'],[260.0],[24]
1475,7,True,404,,1,['9c33a79884ef02d050255e0ea45a98b0e34d07ea117d835d5db2e70981c30987'],[185.0],[28]
1475,7,True,1289,,1,['e6826f7ee8858cb4caa9e53c8ee699bf4681bc87e06cea87baf80fa8bb647ce1'],[199.0],[27]
1475,8,False,1367,,1,['12bbe3db65ab7d205073933f1b81b8590a2ae06443d71035b615cf55f86189d8'],[258.0],[26]
1475,9,False,806,,1,['7212c41ea6dc6c2572b617ef4e33f6a4c31f0adbdf4db03af503a4aec7701d92'],[663.0],[24]
1475,14,False,323,,1,['7edf1443055da9e54cd2245114934b7955cf6ad56b7a977d2fe1643ef6d8db2e'],[258.0],[24]
1475,15,False,1125,,1,['9885cfee4523b381ae6862601cfb72870a0c116f14455d3020a1b0cce9d34c79'],[215.0],[26]
1475,15,False,1720,,1,['f2d71a2db22d5e313fb904db8e410f07a3f6bb0797a99760a6cc20f9a34deff7'],[498.0],[24]
1475,16,False,1755,,1,['fbb382366d0109f014b66873fd822c32e162f5c66759a25a5c0053bc28c4ee7b'],[210.0],[24]
1475,17,False,1966,,1,['21052b3c2841c65391ea300fa912bc4947ddadbed074ab5fa83f416cdb964b14'],[263.0],[26]
1475,17,False,3370,,1,['fc497551a65b81159b69d4a4e75b8587dfbcd0cd69a716bc4d7b6d283420c47b'],[353.0],[25]
1475,18,False,119,,1,['77eb4155c5f51d1241a9c26af0455e705c4bf08f3a2250f38ab5c2a4a8c9f428'],[234.0],[26]
1475,18,False,714,,1,['8d4d6c497daca96ca40c02de06e21d44dc4e32bb911908e038fa642ac919d737'],[199.0],[26]
1475,18,False,2835,,1,['6b79f1d8e58d0d499614d1395e849ef7f3922ae306633538a0ffa5213dcf8f78'],[294.0],[26]
1476,11,False,2967,,1,['c63e4a33437277f49b6474ee4e2f5e9d063b0ba1eaecc5d494bca8453fb53683'],[100.0],[26]
1476,12,False,2436,,1,['c399f686e43936116b8c8819a2deebe714981888b1052112536aa7af97d38037'],[175.0],[26]
1476,12,True,2107,,1,['774726991cd202845b836614d147a88996850b1ac80951c6c04c9ff4b8d427e8'],[365.0],[30]
1476,14,True,1097,,1,['ab37c8b85c7dbfb5fc57e853abd85bb7e7d97540f6cbb787bcac98bfd4e1a8bc'],[405.0],[27]
1476,14,True,1605,,1,['6b9f387b1863665d0c830578aeccaee24f53f6810b8e80ff97ccd882db3c69dc'],[302.0],[27]
